x1,x2,label
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0816344685572803), np.float64(-0.0092842898891371), np.float64(-0.009464284653848), np.float64(-0.0151791184334194), np.float64(-0.232013781721527)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0111292362274239), np.float64(-0.212150823893757), np.float64(0.0106051316114183), np.float64(-0.011939212668623), np.float64(-0.093054649649222)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0147741302128198), np.float64(-0.0147516308672309), np.float64(-0.0100942663303362), np.float64(-0.0143241433010425), np.float64(-0.1999149155809623)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0103192597862248), np.float64(-0.0141441485363316), np.float64(-0.0110392388450684), np.float64(-0.0147426311289954), np.float64(-0.0145041380657534)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0106342506244689), np.float64(-0.0146841328304644), np.float64(-0.1020276490786048), np.float64(-0.0734771963487505), np.float64(-0.0138291576980875)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0140541511539762), np.float64(-0.0118042165950898), np.float64(-0.0108142453891798), np.float64(-0.0148191289039975), np.float64(-0.0085643108302934)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.190534052541153), np.float64(-0.0108142453891798), np.float64(-0.2069301696802979), np.float64(-0.0108142453891798), np.float64(-0.0104992545509357)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0090592964332484), np.float64(0.069058431451286), np.float64(-0.1603521453695928), np.float64(-0.0139641537716207), np.float64(-0.0102742610950471)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2224289868765045), np.float64(-0.0141891472275094), np.float64(-0.0148641275951753), np.float64(-0.0099142715656253), np.float64(-0.0122542035068671)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.014414140683398), np.float64(-0.2019542336330947), np.float64(-0.0146841328304644), np.float64(-0.0146931325686999), np.float64(-0.0145041380657534)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0104992545509357), np.float64(-0.2247945958169782), np.float64(-0.0140091524627984), np.float64(-0.0140541511539762), np.float64(-0.0147741302128198)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0103642584774025), np.float64(-0.0138291576980875), np.float64(-0.0118042165950898), np.float64(-0.2239788685961252), np.float64(-0.0113542296833125)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0092842898891371), np.float64(-0.0734771963487505), np.float64(-0.0104092571685803), np.float64(0.0571337782891882), np.float64(0.2834771949131563)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0103642584774025), np.float64(-0.0144591393745757), np.float64(-0.0147201317834065), np.float64(-0.0133791707863103), np.float64(-0.0114892257568457)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2065630924309141), np.float64(-0.0108592440803575), np.float64(-0.0108142453891798), np.float64(-0.0693985602444857), np.float64(-0.1640229178634312)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0107242480068244), np.float64(-0.0093742872714925), np.float64(-0.0137841590069098), np.float64(-0.1897183253203), np.float64(-0.1632071906425782)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(0.1201319459380064), np.float64(-0.0108142453891798), np.float64(-0.0127491891098221), np.float64(-0.0130641799480662), np.float64(-0.0142341459186871)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0104227567759336), np.float64(-0.0105892519332912), np.float64(0.3139932335564144), np.float64(-0.0122542035068671), np.float64(-0.0113542296833125)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0137391603157321), np.float64(-0.0134691681686657), np.float64(-0.170548735630255), np.float64(-0.010512754158289), np.float64(-0.0136041642421989)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0141891472275094), np.float64(0.0076352179936883), np.float64(-0.0142791446098648), np.float64(-0.2137822783354629), np.float64(-0.1052905579620167)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.014414140683398), np.float64(-0.2324746676013089), np.float64(-0.0131991760215994), np.float64(-0.0125241956539334), np.float64(-0.0104992545509357)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0136041642421989), np.float64(-0.010949241462713), np.float64(-0.0144591393745757), np.float64(-0.0101392650215139), np.float64(0.2528136919924409)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0092842898891371), np.float64(-0.0141441485363316), np.float64(0.3343864140777389), np.float64(-0.0139641537716207), np.float64(-0.0146841328304644)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.1163028754435319), np.float64(-0.0139641537716207), np.float64(-0.010949241462713), np.float64(-0.0136941616245544), np.float64(-0.0144951383275179)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2178609144397278), np.float64(-0.0125241956539334), np.float64(-0.0105442532421134), np.float64(-0.0134376690848413), np.float64(-0.2284653683108166)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.1701408720198286), np.float64(1.7537517783619223), np.float64(-0.014414140683398), np.float64(-0.2011385064122418), np.float64(0.2528136919924409)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0103687583465203), np.float64(0.0120450897291055), np.float64(-0.134656737912724), np.float64(-0.0092842898891371), np.float64(-0.0132891734039548)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0128391864921775), np.float64(-0.0148258787076742), np.float64(-0.0145041380657534), np.float64(-0.1281309201459002), np.float64(-0.0148641275951753)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2215316869335662), np.float64(-0.0131091786392439), np.float64(-0.0104092571685803), np.float64(-0.0140721506304473), np.float64(-0.0103642584774025)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.1228286932103558), np.float64(-0.0136041642421989), np.float64(0.0085033893469737), np.float64(-0.013424169477488), np.float64(-0.007979327844983)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0147291315216421), np.float64(0.0090751761113755), np.float64(-0.0135591655510212), np.float64(-0.009464284653848), np.float64(-0.0102742610950471)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0123891995804003), np.float64(-0.0082943186832271), np.float64(-0.0147741302128198), np.float64(-0.0103642584774025), np.float64(-0.0142341459186871)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.094686104090928), np.float64(-0.1946126886454179), np.float64(-0.1876790072681676), np.float64(0.1198501549934054), np.float64(-0.2186766416605808)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0096892781097366), np.float64(-0.0119842113598007), np.float64(-0.0109942401538907), np.float64(-0.232951868025508), np.float64(0.1793982421156728)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0112642323009571), np.float64(0.0177599235086769), np.float64(-0.0145941354481089), np.float64(-0.0110392388450684), np.float64(0.1875555143242026)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0148416282495864), np.float64(-0.0144366400289869), np.float64(-0.013779659137792), np.float64(-0.010454255859758), np.float64(-0.0143241433010425)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2044014152956537), np.float64(-0.2207159597127133), np.float64(-0.0080693252273384), np.float64(-0.0103642584774025), np.float64(-0.0107692466980021)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2292810955316696), np.float64(-0.0147741302128198), np.float64(-0.2300968227525225), np.float64(-0.0108142453891798), np.float64(-0.2324828248735175)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0098692728744475), np.float64(-0.0082943186832271), np.float64(0.0131700570085487), np.float64(0.0448032506749313), np.float64(-0.1399589648482683)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0121642061245116), np.float64(-0.2170451872188749), np.float64(-0.0140541511539762), np.float64(-0.1032512399098843), np.float64(-0.0133791707863103)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0101842637126916), np.float64(-0.2260181866482576), np.float64(-0.0097792754920921), np.float64(-0.0098692728744475), np.float64(-0.0136491629333766)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0088343029773598), np.float64(-0.0121642061245116), np.float64(-0.1778902806179319), np.float64(-0.0115342244480234), np.float64(-0.1550499184340485)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0112642323009571), np.float64(-0.0099142715656253), np.float64(-0.0139641537716207), np.float64(-0.0857131046615452), np.float64(-0.0141891472275094)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0722536055174711), np.float64(-0.2264260502586841), np.float64(-0.0110392388450684), np.float64(-0.0136941616245544), np.float64(-0.009464284653848)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0130641799480662), np.float64(-0.3018808181875847), np.float64(-0.2316467044721432), np.float64(-0.0105892519332912), np.float64(-0.2211238233231398)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2284653683108166), np.float64(-0.0137841590069098), np.float64(-0.0111292362274239), np.float64(-0.232136140804655), np.float64(-0.0142341459186871)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.207378819651767), np.float64(0.0080955257365473), np.float64(0.1875555143242026), np.float64(-0.010454255859758), np.float64(-0.2212461824062677)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.011939212668623), np.float64(-0.1183421934956644), np.float64(-0.0105442532421134), np.float64(-0.0076643370067389), np.float64(0.7830363855468773)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0104092571685803), np.float64(-0.1574971000966074), np.float64(-0.0693985602444857), np.float64(-0.0136041642421989), np.float64(-0.0091492938156039)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0113992283744903), np.float64(-0.014414140683398), np.float64(0.2364991475753814), np.float64(-0.0138291576980875), np.float64(-0.0125241956539334)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2133744147250364), np.float64(-0.1256837384833412), np.float64(-0.0147471309981132), np.float64(-0.0146841328304644), np.float64(-0.0146841328304644)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(0.0203314340493419), np.float64(0.1508477893858186), np.float64(-0.0082493199920494), np.float64(-0.0104092571685803), np.float64(-0.0145941354481089)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(1.3377308957269032), np.float64(-0.2314835590279726), np.float64(0.0751332547602791), np.float64(-0.0136041642421989), np.float64(-0.0095992807273812)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0121642061245116), np.float64(-0.0145041380657534), np.float64(0.0110101198320178), np.float64(-0.0119842113598007), np.float64(-0.0146166347936978)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0140091524627984), np.float64(-0.0126141930362889), np.float64(-0.0147516308672309), np.float64(-0.0101392650215139), np.float64(0.3180718696606793)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.1183421934956644), np.float64(-0.2280575047003901), np.float64(-0.0148191289039975), np.float64(-0.2039935516852272), np.float64(-0.0098692728744475)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0138741563892653), np.float64(-0.1689172811885491), np.float64(-0.2324828248735175), np.float64(-0.0101842637126916), np.float64(-0.1619835998112988)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0136941616245544), np.float64(-0.2019542336330947), np.float64(0.9992040990729169), np.float64(-0.0122542035068671), np.float64(-0.014414140683398)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0146391341392866), np.float64(-0.0138696565201475), np.float64(-0.0115342244480234), np.float64(-0.0105442532421134), np.float64(0.3343864140777389)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(0.2936000530350899), np.float64(0.2976786891393548), np.float64(-0.1040669671307373), np.float64(-0.0115342244480234), np.float64(-0.0138291576980875)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.112224239339267), np.float64(-0.0089243003597153), np.float64(-0.0148371283804686), np.float64(-0.1942048250349914), np.float64(-0.0131541773304216)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0145356371495779), np.float64(0.016252797945077), np.float64(-0.0131991760215994), np.float64(-0.009464284653848), np.float64(-0.0137391603157321)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0722536055174711), np.float64(-0.0148191289039975), np.float64(-0.0145941354481089), np.float64(-0.0082943186832271), np.float64(-0.0136041642421989)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0136941616245544), np.float64(-0.0107692466980021), np.float64(-0.2186766416605808), np.float64(-0.0128391864921775), np.float64(-0.0139641537716207)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(0.1426905171772888), np.float64(-0.0148641275951753), np.float64(0.0391343018180973), np.float64(-0.0138741563892653), np.float64(-0.0081143239185162)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0098242741832698), np.float64(-0.0114892257568457), np.float64(-0.0926467860387956), np.float64(-0.2651730932492006), np.float64(0.3221505057649442)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0117142192127344), np.float64(-0.0118942139774453), np.float64(-0.2194923688814338), np.float64(-0.0123442008892225), np.float64(-0.0147966295584087)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.1799295986700643), np.float64(-0.0085193121391157), np.float64(-0.1028433762994578), np.float64(-0.0103642584774025), np.float64(-0.01358166489661)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0105442532421134), np.float64(-0.2364187087141331), np.float64(-0.0116242218303789), np.float64(-0.1958362794766974), np.float64(-0.0091492938156039)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.2211238233231398), np.float64(-0.2194923688814338), np.float64(-0.0110392388450684), np.float64(-0.035545880579087), np.float64(-0.2069301696802979)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0138741563892653), np.float64(0.3221505057649442), np.float64(-0.010454255859758), np.float64(-0.0122992021980448), np.float64(-0.1301702381980326)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.035545880579087), np.float64(-0.2325440044150815), np.float64(-0.0120742087421562), np.float64(-0.0147291315216421), np.float64(-0.0111292362274239)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0139641537716207), np.float64(-0.1754430989553729), np.float64(0.1838050939544905), np.float64(0.1997914226369973), np.float64(-0.0126141930362889)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0143826415995736), np.float64(-0.1081456032350022), np.float64(-0.2015463700226683), np.float64(-0.2366226405193464), np.float64(-0.0147966295584087)]",0
"[np.float64(-0.2227552777648457), np.float64(-0.2366226405193464), np.float64(-0.2162294599980219), np.float64(0.1508477893858186), np.float64(-0.2162294599980219)]","[np.float64(-0.0146841328304644), np.float64(-0.0086543082126489), np.float64(-0.2201449506581162), np.float64(-0.2366226405193464), np.float64(-0.0136491629333766)]",0
